frente,model,detector,exp,delta,min_window,cooldown,max_window,pre_proc,n_2019_total,n_post_total,n_alarms_total,FAR_2019_per1k,n_alarms_post,SNR_op,n_2019,n_2021,n_2022,n_2023,n_2024,n_2025,N_window,K_thr,K_delta,alpha,window_size,stat_size
B,Kalman,PH,B_N50_K50_d0.5,,,,,window_agg,960,4800,31,3.125000,28,1.870000,3,16,1,4,2,5,50.000000,50.000000,0.500000,,,
B,Kalman,PH,B_N50_K50_d1.0,,,,,window_agg,960,4800,22,3.125000,19,1.270000,3,14,0,2,1,2,50.000000,50.000000,1.000000,,,
B,Kalman,PH,B_N50_K50_d2.0,,,,,window_agg,960,4800,14,1.041700,13,2.600000,1,13,0,0,0,0,50.000000,50.000000,2.000000,,,
B,Kalman,PH,B_N100_K5_d0.5,,,,,window_agg,480,2400,56,16.666700,48,1.200000,8,18,2,10,6,12,100.000000,5.000000,0.500000,,,
B,Kalman,PH,B_N100_K5_d1.0,,,,,window_agg,480,2400,48,12.500000,42,1.400000,6,19,2,7,5,9,100.000000,5.000000,1.000000,,,
B,Kalman,PH,B_N100_K5_d2.0,,,,,window_agg,480,2400,32,6.250000,29,1.930000,3,17,2,4,3,3,100.000000,5.000000,2.000000,,,
B,Kalman,PH,B_N100_K10_d0.5,,,,,window_agg,480,2400,46,10.416700,41,1.640000,5,18,2,6,5,10,100.000000,10.000000,0.500000,,,
B,Kalman,PH,B_N100_K10_d1.0,,,,,window_agg,480,2400,38,10.416700,33,1.320000,5,17,2,5,2,7,100.000000,10.000000,1.000000,,,
B,Kalman,PH,B_N100_K10_d2.0,,,,,window_agg,480,2400,21,6.250000,18,1.200000,3,14,1,2,1,0,100.000000,10.000000,2.000000,,,
B,Kalman,PH,B_N100_K20_d0.5,,,,,window_agg,480,2400,35,10.416700,30,1.200000,5,15,1,5,3,6,100.000000,20.000000,0.500000,,,
B,Kalman,PH,B_N100_K20_d1.0,,,,,window_agg,480,2400,30,6.250000,27,1.800000,3,16,1,3,2,5,100.000000,20.000000,1.000000,,,
B,Kalman,PH,B_N100_K20_d2.0,,,,,window_agg,480,2400,16,4.166700,14,1.400000,2,13,0,0,1,0,100.000000,20.000000,2.000000,,,
B,Kalman,PH,B_N100_K30_d0.5,,,,,window_agg,480,2400,32,6.250000,29,1.930000,3,16,1,4,2,6,100.000000,30.000000,0.500000,,,
B,Kalman,PH,B_N100_K30_d1.0,,,,,window_agg,480,2400,23,6.250000,20,1.330000,3,14,0,2,1,3,100.000000,30.000000,1.000000,,,
B,Kalman,PH,B_N100_K30_d2.0,,,,,window_agg,480,2400,14,2.083300,13,2.600000,1,13,0,0,0,0,100.000000,30.000000,2.000000,,,
B,Kalman,PH,B_N100_K50_d0.5,,,,,window_agg,480,2400,23,6.250000,20,1.330000,3,14,0,2,1,3,100.000000,50.000000,0.500000,,,
B,Kalman,PH,B_N100_K50_d1.0,,,,,window_agg,480,2400,17,4.166700,15,1.500000,2,13,0,1,0,1,100.000000,50.000000,1.000000,,,
B,Kalman,PH,B_N100_K50_d2.0,,,,,window_agg,480,2400,13,2.083300,12,2.400000,1,12,0,0,0,0,100.000000,50.000000,2.000000,,,
B,Kalman,PH,B_N200_K5_d0.5,,,,,window_agg,240,1200,46,25.000000,40,1.330000,6,17,2,6,5,10,200.000000,5.000000,0.500000,,,
B,Kalman,PH,B_N200_K5_d1.0,,,,,window_agg,240,1200,38,20.833300,33,1.320000,5,15,2,5,4,7,200.000000,5.000000,1.000000,,,
B,Kalman,PH,B_N200_K5_d2.0,,,,,window_agg,240,1200,25,12.500000,22,1.470000,3,15,1,2,2,2,200.000000,5.000000,2.000000,,,
B,Kalman,PH,B_N200_K10_d0.5,,,,,window_agg,240,1200,39,20.833300,34,1.360000,5,15,2,5,4,8,200.000000,10.000000,0.500000,,,
B,Kalman,PH,B_N200_K10_d1.0,,,,,window_agg,240,1200,31,12.500000,28,1.870000,3,15,1,4,2,6,200.000000,10.000000,1.000000,,,
B,Kalman,PH,B_N200_K10_d2.0,,,,,window_agg,240,1200,21,12.500000,18,1.200000,3,14,0,2,1,1,200.000000,10.000000,2.000000,,,
B,Kalman,PH,B_N200_K20_d0.5,,,,,window_agg,240,1200,30,12.500000,27,1.800000,3,15,1,4,2,5,200.000000,20.000000,0.500000,,,
B,Kalman,PH,B_N200_K20_d1.0,,,,,window_agg,240,1200,21,12.500000,18,1.200000,3,13,0,2,1,2,200.000000,20.000000,1.000000,,,
B,Kalman,PH,B_N200_K20_d2.0,,,,,window_agg,240,1200,14,4.166700,13,2.600000,1,13,0,0,0,0,200.000000,20.000000,2.000000,,,
B,Kalman,PH,B_N200_K30_d0.5,,,,,window_agg,240,1200,22,12.500000,19,1.270000,3,13,0,2,1,3,200.000000,30.000000,0.500000,,,
B,Kalman,PH,B_N200_K30_d1.0,,,,,window_agg,240,1200,18,8.333300,16,1.600000,2,13,0,1,0,2,200.000000,30.000000,1.000000,,,
B,Kalman,PH,B_N200_K30_d2.0,,,,,window_agg,240,1200,13,4.166700,12,2.400000,1,12,0,0,0,0,200.000000,30.000000,2.000000,,,
B,Kalman,PH,B_N200_K50_d0.5,,,,,window_agg,240,1200,15,4.166700,14,2.800000,1,12,0,0,0,2,200.000000,50.000000,0.500000,,,
B,Kalman,PH,B_N200_K50_d1.0,,,,,window_agg,240,1200,13,4.166700,12,2.400000,1,11,0,0,0,1,200.000000,50.000000,1.000000,,,
B,Kalman,PH,B_N200_K50_d2.0,,,,,window_agg,240,1200,9,0.000000,9,9999.000000,0,9,0,0,0,0,200.000000,50.000000,2.000000,,,
B,Kalman,PH,B_N500_K5_d0.5,,,,,window_agg,96,480,35,41.666700,31,1.550000,4,15,1,5,3,7,500.000000,5.000000,0.500000,,,
B,Kalman,PH,B_N500_K5_d1.0,,,,,window_agg,96,480,31,31.250000,28,1.870000,3,16,1,4,2,5,500.000000,5.000000,1.000000,,,
B,Kalman,PH,B_N500_K5_d2.0,,,,,window_agg,96,480,19,31.250000,16,1.070000,3,13,0,1,1,1,500.000000,5.000000,2.000000,,,
B,Kalman,PH,B_N500_K10_d0.5,,,,,window_agg,96,480,28,31.250000,25,1.670000,3,15,0,3,2,5,500.000000,10.000000,0.500000,,,
B,Kalman,PH,B_N500_K10_d1.0,,,,,window_agg,96,480,20,31.250000,17,1.130000,3,13,0,2,0,2,500.000000,10.000000,1.000000,,,
B,Kalman,PH,B_N500_K10_d2.0,,,,,window_agg,96,480,14,10.416700,13,2.600000,1,13,0,0,0,0,500.000000,10.000000,2.000000,,,
B,Kalman,PH,B_N500_K20_d0.5,,,,,window_agg,96,480,16,10.416700,15,3.000000,1,12,0,1,0,2,500.000000,20.000000,0.500000,,,
B,Kalman,PH,B_N500_K20_d1.0,,,,,window_agg,96,480,14,10.416700,13,2.600000,1,12,0,0,0,1,500.000000,20.000000,1.000000,,,
B,Kalman,PH,B_N500_K20_d2.0,,,,,window_agg,96,480,9,0.000000,9,9999.000000,0,9,0,0,0,0,500.000000,20.000000,2.000000,,,
B,Kalman,PH,B_N500_K30_d0.5,,,,,window_agg,96,480,11,10.416700,10,2.000000,1,9,0,0,0,1,500.000000,30.000000,0.500000,,,
B,Kalman,PH,B_N500_K30_d1.0,,,,,window_agg,96,480,10,10.416700,9,1.800000,1,8,0,0,0,1,500.000000,30.000000,1.000000,,,
B,Kalman,PH,B_N500_K30_d2.0,,,,,window_agg,96,480,6,0.000000,6,9999.000000,0,6,0,0,0,0,500.000000,30.000000,2.000000,,,
B,Kalman,PH,B_N500_K50_d0.5,,,,,window_agg,96,480,7,0.000000,7,9999.000000,0,6,0,0,0,1,500.000000,50.000000,0.500000,,,
B,Kalman,PH,B_N500_K50_d1.0,,,,,window_agg,96,480,5,0.000000,5,9999.000000,0,5,0,0,0,0,500.000000,50.000000,1.000000,,,
B,Kalman,PH,B_N500_K50_d2.0,,,,,window_agg,96,480,4,0.000000,4,9999.000000,0,4,0,0,0,0,500.000000,50.000000,2.000000,,,
C,Kalman,KSWIN,C_a1e-03_ws200_ss50,,,,,none,48000,240000,619,2.750000,487,0.740000,132,81,86,137,113,70,,,,0.001000,200.000000,50.000000
C,Kalman,KSWIN,C_a1e-03_ws200_ss100,,,,,none,48000,240000,485,2.020800,388,0.800000,97,70,70,113,85,50,,,,0.001000,200.000000,100.000000
C,Kalman,KSWIN,C_a1e-03_ws500_ss50,,,,,none,48000,240000,364,1.458300,294,0.840000,70,50,57,74,62,51,,,,0.001000,500.000000,50.000000
C,Kalman,KSWIN,C_a1e-03_ws500_ss100,,,,,none,48000,240000,301,1.208300,243,0.840000,58,46,45,63,53,36,,,,0.001000,500.000000,100.000000
C,Kalman,KSWIN,C_a1e-03_ws1000_ss50,,,,,none,48000,240000,217,0.854200,176,0.860000,41,30,37,41,36,32,,,,0.001000,1000.000000,50.000000
C,Kalman,KSWIN,C_a1e-03_ws1000_ss100,,,,,none,48000,240000,191,0.750000,155,0.860000,36,28,30,39,30,28,,,,0.001000,1000.000000,100.000000
C,Kalman,KSWIN,C_a1e-04_ws200_ss50,,,,,none,48000,240000,460,2.083300,360,0.720000,100,62,54,113,86,45,,,,0.000100,200.000000,50.000000
C,Kalman,KSWIN,C_a1e-04_ws200_ss100,,,,,none,48000,240000,355,1.458300,285,0.810000,70,54,45,90,66,30,,,,0.000100,200.000000,100.000000
C,Kalman,KSWIN,C_a1e-04_ws500_ss50,,,,,none,48000,240000,284,1.229200,225,0.760000,59,38,36,61,51,39,,,,0.000100,500.000000,50.000000
C,Kalman,KSWIN,C_a1e-04_ws500_ss100,,,,,none,48000,240000,231,0.979200,184,0.780000,47,33,31,50,44,26,,,,0.000100,500.000000,100.000000
C,Kalman,KSWIN,C_a1e-04_ws1000_ss50,,,,,none,48000,240000,185,0.750000,149,0.830000,36,25,26,37,35,26,,,,0.000100,1000.000000,50.000000
C,Kalman,KSWIN,C_a1e-04_ws1000_ss100,,,,,none,48000,240000,158,0.666700,126,0.790000,32,23,23,32,26,22,,,,0.000100,1000.000000,100.000000
C,Kalman,KSWIN,C_a1e-05_ws200_ss50,,,,,none,48000,240000,356,1.583300,280,0.740000,76,53,38,95,65,29,,,,0.000010,200.000000,50.000000
C,Kalman,KSWIN,C_a1e-05_ws200_ss100,,,,,none,48000,240000,274,1.041700,224,0.900000,50,44,33,73,56,18,,,,0.000010,200.000000,100.000000
C,Kalman,KSWIN,C_a1e-05_ws500_ss50,,,,,none,48000,240000,237,1.083300,185,0.710000,52,34,31,54,41,25,,,,0.000010,500.000000,50.000000
C,Kalman,KSWIN,C_a1e-05_ws500_ss100,,,,,none,48000,240000,191,0.875000,149,0.710000,42,28,23,45,35,18,,,,0.000010,500.000000,100.000000
C,Kalman,KSWIN,C_a1e-05_ws1000_ss50,,,,,none,48000,240000,155,0.666700,123,0.770000,32,23,21,33,28,18,,,,0.000010,1000.000000,50.000000
C,Kalman,KSWIN,C_a1e-05_ws1000_ss100,,,,,none,48000,240000,133,0.583300,105,0.750000,28,19,14,29,24,19,,,,0.000010,1000.000000,100.000000
