lag,rho_ade_raw,rho_ade_robz
474,0.03452830236160015,0.006579158290537146
475,0.03330140246395938,0.005744641223426837
476,0.029812986499010263,0.003159093185087427
477,0.032683588236275075,0.0043526279815469734
478,0.030343283519832415,0.002055724528110757
479,0.024274867716874534,-0.0030965846180439805
480,0.026980057908758053,-0.0016380855685556306
481,0.03520533333804783,0.005860969115413455
482,0.039674696782137676,0.010714629789229775
483,0.039939838327258406,0.009477221979115592
484,0.03458291232537807,0.0054111376270315125
485,0.03554574499403965,0.008799011744677142
486,0.03387466175822522,0.007156042055541896
487,0.036474562520559216,0.006858065563657819
488,0.03557126348072078,0.003585579822847492
489,0.039951574358692316,0.007753237144293259
490,0.040113761273569526,0.00929771197575554
491,0.036131156476953495,0.006925946506298415
492,0.03018629997011403,0.0012369716036320904
493,0.030045590634906572,0.001635397616167865
494,0.03362369616550613,0.0060636031017048675
495,0.03506476026441637,0.00983245702898387
496,0.029571893499814914,0.0050125217715258335
497,0.03158782242690291,0.007000389800036027
498,0.03188120808085752,0.005749454795993785
499,0.03474618253621639,0.008155464064026757
500,0.0368160777661101,0.010666353172843068
